index,MJ_2005,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,MJ_biocyc,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
347,MJ0314,rRNA intron-encoded homing endonuclease >> family with PH0309/MJ0398,293581,294369, ,@, ,MJ_RS01655,helix-turn-helix domain-containing protein, ,293578,294369,"annotatation in 2005 more informational, possibly HTH domain in both annotations",P,0
414,MJ0376,putative ATP-dependent RNA helicase >> family with MJ0383,341048,343231, ,@, ,MJ_RS01980,CRISPR-associated helicase Cas3',cas3,341045,343231,"""ATP-dependent helicase"" in both annotations, ""Unwinds both DNA/DNA hybrids and RNA/DNA hybrids, moving mostly in a 3' to 5' direction"" <- https//www.uniprot.org/uniprot/F2XG53",P,0
487,MJ0443,similar to Rev interacting protein Rip-1,397690,397013, ,@, ,MJ_RS02335,RNA-processing protein, ,397007,397678,"opposite strand, different function?",P,0
509,MJ0463,Archaeal Translation Initiation protein IF-1 (aIF-1) (SUI1 family),412237,412542, ,@, ,MJ_RS02445,stress response translation initiation inhibitor YciH,yciH,412234,412542,"same function -> ""translation initiation "", important variation in nomivative annotations, 2005 -> subunit info, biocyc -> no subunit info",P,0
555,MJ0508,LSU ribosomal protein L12A,448731,448426, ,@, ,MJ_RS02680,50S ribosomal protein P1,rpl12p,448420,448728,"opposite strand, same function, different subunit, !?rpl12p corresponds to annotation in 2005?!",P,0
581,MJ0530,thioredoxin-2 (trx2),466350,466943, ,@, ,MJ_RS02810,ZPR1 zinc finger domain-containing protein, ,466347,466943,different biological functions,P,0
594,MJ0543,LSU ribosomal protein L10AE [Wilm's tumor suppressor homolog],481784,481263, ,@, ,MJ_RS02875,50S ribosomal protein L16, ,481257,481781,"opposite strand, same function, different subunit",P,0
619,MJ0567,similar to C-terminus of iron/diphtheria toxin repressor (dtxr),504744,504499, ,@, ,MJ_RS02990,ferrous iron transport protein A, ,504493,504741,"opposite strand, ""transition metal ion binding"" in both annotations, different biological function?",P,0
630,MJ0578,ferredoxin,514269,513463, ,@, ,MJ_RS03045,P-loop NTPase, ,513457,514266,"opposite strand, different molecular function",P,0
634,MJ0582,hypothetical zinc-finger domain protein >> family with MJ0766/AF1756,515942,516325, ,@, ,MJ_RS03065,CGGC domain-containing protein, ,515939,516325,important variation in annotations,P,0
639,MJ0586,hypothetical zinc finger protein >> family with MTH729/AF1977/PH0783/,518571,519059, ,@, ,MJ_RS03080,TIGR00270 family protein, ,518562,519059,variation in annotatios,P,0
652,MJ0595,LSU ribosomal protein LXA,527663,527890, ,@, ,MJ_RS03145,50S ribosomal protein L18Ae,rpl18a,527660,527890,"same function, different subunit",P,0
678,MJ0619,similar to NARA protein >> family with MJ0103/MJ0824/MJ0804/MJ1093,549380,547863, ,@, ,MJ_RS03275,radical SAM protein, ,547857,549377,important variation in annotations,P,0
700,MJ0640,thiamin-monophosphate kinase >> family with MTH1864/SY787,569861,568905,2.7.4.1,@, ,MJ_RS03385,methanogenesis marker 2 protein, ,568899,569873,"opposite strand, EC 2.7.4.1 differs from annotation in 2005, important variation in annotations",P,0
793,MJ0718,chromate resistance protein A,651943,650840, ,@, ,MJ_RS03835,chromate transporter, ,650834,652042,"99 nucleotides difference, same substrate, important variation in annotations",P,0
812,MJ0737,hypothetical zinc finger protein (similar to rubrerythrin),667803,667654, ,@, ,MJ_RS03930,rubredoxin, ,667648,667833,important variation in annotations,P,0
822,MJ0747,DcrH chemoreceptor,673418,672963, ,@, ,MJ_RS03980,bacteriohemerythrin, ,672957,673415,"opposite strand, important variation in annotations",P,0
857,MJ0781,klbA protein >> family with MJ0900/MJ1287/MJ1288,703661,701565, ,@, ,MJ_RS04160,intein-containing protein, ,701559,703658,"opposite strand, important variation in annotations",P,0
882,MJ0800,similar to activator of (R)-2-hydroxyglutaryl-CoA dehydratase >> family with MJ0004,723776,725011, ,@, ,MJ_RS04280,methanogenesis marker 15 protein, ,723773,725011,"""4Fe-4S cluster"" in both annotations, important varioation in annotations",P,0
995,MJ0899,putative flagella-related protein H [Methanococcus voltae],826947,827645, ,@, ,MJ_RS04805,flagellar accessory protein FlaH, ,826953,827645,important variation in annotations,P,0
996,MJ0900,putative flagella-related protein I [Methanococcus voltae] # DNA transfer related protein (KlbA/VirB protein family >> family with MJ0781/MJ1287/MJ1288,827661,829310, ,@, ,MJ_RS04810,type II/IV secretion system ATPase subunit, ,827667,829310,important variation in annotations,P,0
1025,MJ0924,capsular polysaccharide biosynthesis protein,855095,854328, ,@, ,MJ_RS04950,MinD/ParA family protein, ,854322,855092,"opposite strand, important variation in annotations",P,0
1185,MJ1068,similar to CAPF protein,1009618,1008098, ,@, ,MJ_RS05720,flippase, ,1008091,1009614,"opposite strand, different catalytic activity, different molecular function, 2005 -> ""capsule polysaccharide biosynthesis"", biocyc -> ""cell wall organization""",P,0
1197,MJ1079,E Spore germination protein B2 # [A] hypothetical protein >> family with AF2040/MTH1700/PH0189,1020508,1019318, ,@, ,MJ_RS05780,tripartite tricarboxylate transporter permease, ,1019311,1020504,"opposite strand, important variation in annotations",P,0
1208,MJ1090,cobalt transport protein N,1029120,1028836, ,@, ,MJ_RS05835,energy-coupling factor ABC transporter substrate-binding protein, ,1028829,1029116,"opposite strand, important variation in annotations",P,0
1210,MJ1092,similar to urease accessory protein UREH,1030110,1030745, ,@, ,MJ_RS05845,nickel/cobalt transporter, ,1030100,1030744,"different molecular function, ""nickel cation binding"" in both annotations, 2005 -> chaperone, biocyc -> transporter",P,0
1212,MJ1094,hypothetical protein-[Rhizobium leguminosarum bv. trifolii] [putative chaperonin ?] >> family with MTH987,1033053,1031899, ,@, ,MJ_RS05855,YcaO-related McrA-glycine thioamidation protein, ,1031892,1033049,"opposite strand, important variation in annotations",P,0
1249,MJ1129,MRP protein homolog (family of MRP/NBP35 family of ATP-binding proteins).,1070265,1069981, ,@, ,MJ_RS06030,metal-sulfur cluster assembly factor, ,1069973,1070260,"opposite strand, important variation in annotations",P,0
1263,MJ1143,regulatory protein pfoR homolog /similar to MJ0170 >> family with MJ0170/AF1546/PH0336/MTH1830,1082524,1083606, ,@, ,MJ_RS06100,mechanosensitive ion channel family protein, ,1082519,1083604,important variation in annotations,P,0
1342,MJ1210,hypothetical zinc-finger protein >> family with AF0525/MTH1306/PH0958/AF1251/PH0126 >> family with MJ0106,1154914,1154150, ,@, ,MJ_RS06475,proteasome assembly chaperone family protein, ,1154142,1154909,"opposite strands, important variation in annotations",P,0
1549,MJ1396,hypothetical outer membrane protein >> family with AF2090-N/AF2090-C/MTH716,1347769,1356390, ,@, ,MJ_RS07460,right-handed parallel beta-helix repeat-containing protein, ,1347702,1356386,"67 nucleotides difference, important variation in annotations",P,0
1607,MJ1448,putative N-methyltransferase,1416984,1418573, ,@, ,MJ_RS07745,restriction endonuclease subunit M, ,1416977,1418569,different catalytic activity,P,0
1627,MJ1468,similar to surface antigen gene / [seven C-repeats are present],1437031,1440057, ,@, ,MJ_RS07845,PIP-CTERM sorting domain-containing protein, ,1437024,1440053,important variation in annotations,P,0
1648,MJ1487,similar to P-methylase # similar to oxidative cyclase subunit >> family with MJ1620/MJ0274/MJ0865,1459018,1460295, ,@, ,MJ_RS07950,TIGR04013 family B12-binding domain/radical SAM domain-containing protein, ,1459011,1460291,important variation in annotations,P,0
1709,MJ1545,putative transcription repressor protein >> family with PH1471/AF2414,1523893,1524594, ,@, ,MJ_RS08250,helix-turn-helix domain-containing protein, ,1523895,1524590,"possibly ""HTH motif"" also in 2005?, variation in annotation ",P,0
1789,MJ1621,duplication of a part of MJ1068 # putative O-antigen transporter,1596346,1596128, ,@, ,MJ_RS08630,oligosaccharide flippase family protein, ,1596121,1596824,"opposite strand, 478 nucleotides difference, ""membrane-bound"" in both annotations, variation in annotations",PSEUDO,0
1801,MJ1633,putative transport protein [some homology with MJ0988]# glutathione-regulated potassium-efflux system protein,1614901,1613468, ,@, ,MJ_RS08695,NAD-binding protein, ,1613458,1614885,"opposite strand, important variation in annotations, no ""NAD-binding"" in 2005",P,0
1850,MJ1681,hypothetical zinc-finger protein >> family with MTH1684/AF1186/MTH855/MJ0100/PH1138/MJ0264/MJ0251/,1664002,1662863, ,@, ,MJ_RS08930,methanogenesis marker 16 metalloprotein, ,1662853,1663995,"opposite strand, no ""zinc-finger domain"" in biocyc annotation",P,0
13,MJ0012,hypothetical protein >> family with the C-terminus of MJ1635 and MJ0751,14128,13427, ,@, ,MJ_RS00065,transposase, ,13424,14836,"2005 three products, biocyc one product, probably same annotation (MJ1635)",PSEUDO,0
14,MJ0012.1,similar to a central region of MJ1635 [Selenocysteine codon merges this orf with the MJ0012],14332,14132, ,@, ,MJ_RS00065,transposase, ,13424,14836,"2005 three products, biocyc one product, probably same annotation (MJ1635)",PSEUDO,0
15,MJ0013,hypothetical protein >> family with the N-terminus of MJ1635,14836,14351, ,@, ,MJ_RS00065,transposase, ,13424,14836,"2005 three products, biocyc one product, probably same annotation (MJ1635)",PSEUDO,0
146,MJ0132,"similar to C-terminus of restriction modification enzyme, subunit M1 >> family with MJ1220/MJECL42",127472,126813, ,@, ,MJ_RS00685,SAM-dependent DNA methyltransferase, ,126808,128536,"2005 two products, biocyc one product, different annotation",PSEUDO,0
147,MJ0132.1,"similar to N-terminus of restriction modification enzyme, subunit M1 >> family with MJ1220/MJECL42",128538,127504, ,@, ,MJ_RS00685,SAM-dependent DNA methyltransferase, ,126808,128536,"2005 two products, biocyc one product, different annotation",PSEUDO,0
478,MJ0434,hypothetical protein-[Synechocystis sp.]>> family with MJ0125/MJ0127/MJ1216/MJ1380,389342,388677, ,@, ,MJ_RS09625,DUF86 domain-containing protein, ,389082,389339,"2005 one product, biocyc two products, no functional annotation in biocyc",PSEUDO,0
650,MJ0594,hypothetical protein >> family with AF1106/MTH680,526888,527394, ,@, ,MJ_RS03135,rRNA maturation protein, ,526885,527394,"2005 one product (hypothetical), biocyc two products (functional annotation)",P,0
903,MJ0819,hypothetical ATP-binding protein >> family with MJ1301/MJ0439/MJ0632/MJ0075/MJ1609/MJ0147/MJECL15/MJ1010/MJECL14/MJ0074/MJ0801/MJ1659/MJ0625/MJECL26/MJ1076/MJ1006,742221,741901, ,@, ,MJ_RS09325,ATP-binding protein, ,741895,742456,"2005 two products, biocyc one product, 123 nucleotides difference, same annotation",PSEUDO,0
904,MJ0820,hypothetical ATP-binding protein >> family with MJ0074/MJ0075/MJ0147/MJ0439/MJ0625/MJ0632/MJ0801/MJ0821/MJ1006/MJ1010/MJ1076/MJ1301/MJ1609/MJ1659/MJECL14/MJECL15/MJECL26,742333,742193, ,@, ,MJ_RS09325,ATP-binding protein, ,741895,742456,"2005 two products, biocyc one product, 123 nucleotides difference, same annotation",PSEUDO,0
911,MJ0827,membrane protein >> family with PH0470/AF1420/MTH692/PH1511/MTH1780,747873,748463, ,@, ,MJ_RS04420,hypothetical protein, ,747879,748695,"2005 two products, biocyc one product",PSEUDO,0
912,MJ0828,hypothetical protein,748498,748695, ,@, ,MJ_RS04420,hypothetical protein, ,747879,748695,"2005 two products, biocyc one product",PSEUDO,0
917,MJ0832,"anaerobic ribonucleoside-triphosphate reductase [+Intein aa 337-790, 1058-1591]",752510,757759,1.17.4.2,@, ,MJ_RS09630,hypothetical protein, ,753602,753748,"2005 one product, biocyc five products, possibly same function",PSEUDO,0
918,MJ0832,"anaerobic ribonucleoside-triphosphate reductase [+Intein aa 337-790, 1058-1591]",752510,757759,1.17.4.2,@, ,MJ_RS09480,hypothetical protein, ,753869,754669,"2005 one product, biocyc five products, possibly same function",PSEUDO,0
920,MJ0832,"anaerobic ribonucleoside-triphosphate reductase [+Intein aa 337-790, 1058-1591]",752510,757759,1.17.4.2,@, ,MJ_RS09485,hypothetical protein, ,755702,757759,"2005 one product, biocyc five products, possibly same function",P,0
950,MJ0856.1,conserved hypothetical protein-[Pyrococcus furiosus],780616,780945, ,@, ,MJ_RS04595,transposase, ,780688,781919,"2005 two products, biocyc one product, functional annotation only in biocyc",PSEUDO,0
951,MJ0857,unknown,781886,781101, ,@, ,MJ_RS04595,transposase, ,780688,781919,"2005 two products, biocyc one product, functional annotation only in biocyc",PSEUDO,0
967,MJ0873,ferric enterobactin transport ATP-binding protein >> family with MJ0089,797374,798240, ,@, ,MJ_RS04675,ABC transporter ATP-binding protein, ,797368,798493,"2005 two products, biocyc one product, possibly same function",PSEUDO,0
968,MJ0874,hypothetical protein-[Clostridium acetobutylicum],798236,798493, ,@, ,MJ_RS04675,ABC transporter ATP-binding protein, ,797368,798493,"2005 two products, biocyc one product, possibly same function",PSEUDO,0
971,MJ0877,similar to C-terminus of hemin permease (hemU) >> family with MJ0876/MJ0087,802289,801921, ,@, ,MJ_RS04690,iron ABC transporter permease, ,801915,802962,"2005 two products, biocyc one product, possibly same function",PSEUDO,0
972,MJ0877.1,similar to N-terminus of hemin permease (hemU),802914,802243, ,@, ,MJ_RS04690,iron ABC transporter permease, ,801915,802962,"2005 two products, biocyc one product, possibly same function",PSEUDO,0
1005,MJ0909,hypothetical protein >> family with MJ1103/MJ0071/AF1075/AF2342,840950,841222, ,@, ,MJ_RS04855,antitoxin, ,840765,840950,"2005 one product, biocyc two products, functional annotation in biocyc",P,0
1006,MJ0909,hypothetical protein >> family with MJ1103/MJ0071/AF1075/AF2342,840950,841222, ,@, ,MJ_RS04860,type II toxin-antitoxin system RelE/ParE family toxin, ,840947,841222,"2005 one product, biocyc two products, functional annotation in biocyc",P,0
1306,MJ1180,unknown,1119589,1119981, ,@, ,MJ_RS06305,ABC transporter substrate-binding protein, ,1119542,1120677,"2005 two products, biocyc one product, possibly same function",PSEUDO,0
1307,MJ1181,hypothetical transporter protein >> family with AF0640,1120083,1120679, ,@, ,MJ_RS06305,ABC transporter substrate-binding protein, ,1119542,1120677,"2005 two products, biocyc one product, possibly same function",PSEUDO,0
1424,MJ1282.2,unknown,1230523,1231062, ,@, ,MJ_RS06865,hypothetical protein, ,1230523,1231673,"2005 two products, biocyc one product",PSEUDO,0
1425,MJ1283,hypothetical protein /some homology to MJ1282.2,1231693,1231019, ,@, ,MJ_RS06865,hypothetical protein, ,1230523,1231673,"2005 two products, biocyc one product",PSEUDO,0
1429,MJ1287,similar to C-terminal of type II secretion system protein # VirB11 homolog >> family with MJ0781/MJ0900/MJ1288,1235130,1234321, ,@, ,MJ_RS06885,type II/IV secretion system ATPase subunit, ,1234313,1235898,"2005 two products, biocyc one product, possibly same function",PSEUDO,0
1430,MJ1288,similar to N-terminal of type II secretion system protein >> family with AF0996/AF0338/AF0659/AF1049/PH0650/PH0557/MTH1702/MJ0781/MJ0900/MJ1287,1235903,1235157, ,@, ,MJ_RS06885,type II/IV secretion system ATPase subunit, ,1234313,1235898,"2005 two products, biocyc one product, possibly same function",PSEUDO,0
411,MJ0373,LSU ribosomal protein L11P,339339,338821, ,@, ,MJ_RS01965,50S ribosomal protein L11,rpl11,338336,338821,"1003 nucleotides difference, same function, same subunit, !?typographical error in start nucleotides (2005)!?",P,0
1476,MJ1330,hypothetical protein >> family with MTH1111/PH0374,1280414,1280794,3.1.3.73,√, ,MJ_RS07110,alpha-ribazole phosphatase CobZ,cobZ,1280359,1280790,55 nucleotides difference,P,0
1184,MJ1067,DELETED,1008240,1008683, , , , , , , , ,"annotation in 2005 deleted, no annotation at all in biocyc",-,0
17,-, , , ,2.7.1.167/2.7.7.70,√, ,MJ_RS09425,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase, ,15489,15614,no entry in 2005,PSEUDO,0
41,MJ0037,conserved hypothetical protein >> family with AF1155/MTH1803/AF1193,38073,38786, ,@, ,MJ_RS00185,metallophosphoesterase, ,38073,38789, ,P,0
43,MJ0039,conserved hypothetical protein >> family with PH1127/MTH1324/AF1530,39974,39654,2.7.7.6,√,11741548,MJ_RS00195,DNA-directed RNA polymerase subunit F, ,39651,39974,opposite strand,P,0
57,MJ0051,conserved hypothetical protein >> family with MTH1697/AF2095,52353,52691,3.1.1.29,√, ,MJ_RS00260,aminoacyl-tRNA hydrolase,pth2,52344,52694, ,P,0
80,MJ0073,unknown,67729,68007, ,@, ,MJ_RS00365,HAD family hydrolase, ,67562,68010, ,PSEUDO,0
120,MJ0109,inositol monophosphatase >> family with MJ0917,106419,105664,3.1.3.25,@, ,MJ_RS00555,bifunctional fructose-bisphosphatase/inositol-phosphate phosphatase, ,105661,106419,"opposite strand,same enzymatic activity, in 2005 one substrate, in biocyc two substates",P,0
128,MJ0116,hypothetical protein >> family with MTH651,113931,113257,3.5.1.102,@, ,MJ_RS00595,2-amino-5-formylamino-6-ribosylaminopyrimidin- 4(3H)-one 5'-monophosphate deformylase,arfB,113254,113931,opposite strand,P,0
151,MJ0136,conserved hypothetical protein >> family with MTH1201/AF0113/PH1348/PH0324/AF0256,131469,132551,6.3.4.23,√, ,MJ_RS00705,formate--phosphoribosylaminoimidazolecarboxamide ligase, ,131467,132552, ,P,0
162,MJ0144,conserved hypothetical protein >> family with MTH1016/AF0746,142172,141399,1.3.1.91,√, ,MJ_RS00755,tRNA-dihydrouridine synthase, ,141394,142170,opposite strand,P,0
163,MJ0145,hypothetical protein >> family with MTH1017,142991,142188, ,@, ,MJ_RS00760,GTP cyclohydrolase IIa, ,142183,142989,opposite strand ,P,0
187,MJ0166,conserved hypothetical protein >> family with AF0625/PHBC034,170194,169430,3.1.1.96,√, ,MJ_RS00875,D-aminoacyl-tRNA deacylase,dtdA,169424,170191,opposite strand,P,0
232,MJ0209,conserved hypothetical protein >> family with PH1470/MTH435/AF0927,200944,200159,6.3.2.36,√, ,MJ_RS01090,phosphopantothenate/pantothenate synthetase, ,200153,200935,opposite strand,P,0
247,MJ0223,hypothetical protein >> family with PH1983/MTH961/MJ0220,214474,214163, ,@, ,MJ_RS01165,ATP synthase archaeal subunit H,ahaH,214157,214471,opposite strand,P,0
250,MJ0225,conserved hypothetical protein >> family with PH0128/MTH1816,215527,216240,3.1.11.5﻿,√, ,MJ_RS01180,endonuclease NucS,nucS,215449,216240,78 nucleotides difference,P,0
255,MJ0227,conserved hypothetical protein >> family with MTH743/PH1702/AF1835,218239,219099, ,@, ,MJ_RS01200,triphosphoribosyl-dephospho-CoA synthase, ,218218,219099, ,P,0
264,MJ0236,Fusion protein - N-terminusphosphomethylpyrimidine kinase (hmp-p kinase); C-terminusunique,226380,227639,2.7.1.49/2.7.4.7,√, ,MJ_RS01245,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase, ,226386,227639,"same catalytic activity, biocyc has the second catalytic activity",P,0
284,MJ0255,hypothetical protein-[Xanthobacter sp.] >> family with MTH1674,241359,240607,4.4.1.19,√, ,MJ_RS01340,phosphosulfolactate synthase,comA,240601,241356,opposite strand,P,0
287,MJ0257,hypothetical protein-[Saccharomyces cerevisiae] >> family with AF2261/PH1705/MTH1039,242764,243696,4.1.3.44,√, ,MJ_RS01355,4-demethylwyosine synthase TYW1,twy1,242761,243696, ,P,0
288,MJ0258,hypothetical ATP-binding protein >> family with MTH873,245036,243840,6.4.1.9,√, ,MJ_RS01360,coenzyme F430 synthase,cfbE,243834,245036,"""ATP-binding activity"" in both annotations, annotation in biocyc more informational",P,0
291,MJ0261,hypothetical protein >> family with MTH1897/AF0901,247082,246423,3.6.1.73,√, ,MJ_RS01375,inosine/xanthosine triphosphatase,yjjX,246417,247070,opposite strand,P,0
303,-, , , , ,@, ,MJ_RS09600,GNAT family N-acetyltransferase, ,257664,258123, ,PSEUDO,0
314,MJ0282,hypothetical protein >> family with MTH413,267377,267787, ,@, ,MJ_RS01495,pyridoxamine 5'-phosphate oxidase family protein, ,267374,267787, ,P,0
332,MJ0299,conserved hypothetical protein >> family with MTH1686/PH0759/AF1442,282918,281761,3.1.3.11,√, ,MJ_RS01580,"fructose 1,6-bisphosphatase", ,281755,282915,opposite strand,P,0
348,MJ0315,conserved hypothetical protein >> family with PH1992/AF1610,294826,294455,4.1.1.50,√, ,MJ_RS01660,adenosylmethionine decarboxylase,speD,294449,294823,opposite strand,P,0
349,MJ0316,conserved hypothetical protein >> family with PH1609/MTH870/AF2301/AF2431/AF1630,295458,294964,4.1.1.19,√, ,MJ_RS01665,"arginine decarboxylase, pyruvoyl-dependent", ,294958,295455,opposite strand ,P,0
433,MJ0395,hypothetical protein >> family with MTH266/PH1909/AF1115,357781,357314,2.7.1.-,√, ,MJ_RS02075,GTP-dependent dephospho-CoA kinase family protein, ,357308,357784,opposite strand,P,0
450,MJ0408,hypothetical protein >> family with MTH1031,367518,367880,4.1.2.25,√, ,MJ_RS02160,dihydroneopterin aldolase family protein, ,367515,367880, ,P,0
456,MJ0414,hypothetical protein >> family with MTH1221/AF0849/PH0498,374603,373419,6.5.1.-,√, ,MJ_RS02190,DNA/RNA ligase, ,373413,374600,opposite strand,P,1
463,MJ0421,hypothetical protein-[Escherichia coli],379640,380719, ,@, ,MJ_RS02225,SPOUT family RNA methylase, ,379637,380719, ,P,0
541,MJ0494,hypothetical protein >> family with PH1481/MTH687/AF0489,436492,436893,3.1.26.5,√, ,MJ_RS02610,ribonuclease P,rnp2,436498,436893, ,P,0
544,MJ0497,hypothetical protein >> family with PH1328/MTH1270/AF1965,439221,438823,3.1.22.4,√, ,MJ_RS02625,Holliday junction resolvase, ,438817,439218,opposite strand,P,1
579,MJ0528,hypothetical protein >> family with MTH384,465411,465151, ,@, ,MJ_RS02800,energy-converting NiFe hydrogenase A subunit EhaA,ehaA,465145,465441,opposite strand,P,0
609,MJ0557,hypothetical protein >> family with PH1379/AF0734,493188,492574,2.1.1.-,√, ,MJ_RS02940,16S rRNA (pseudouridine(914)-N(1))-methyltransferase Nep1, ,492568,493185,opposite strand,P,0
641,MJ0588,hypothetical protein >> family with PH1538/MTH1529/AF1677/MJ1364,521400,520120,5.4.99.27,√, ,MJ_RS03090,tRNA pseudouridine(13) synthase TruD,truD,520114,521406,opposite strand,P,0
683,MJ0623,hypothetical protein />> family with MTH1774/PH1746/AF0799/AF2180/MJ0936/PH1530,552897,553364,3.1.4.-,√, ,MJ_RS03300,metallophosphoesterase, ,552885,553364, ,P,0
686,MJ0626,hypothetical protein >> family with MTH1020,554732,555337,3.5.4.10,√, ,MJ_RS03315,IMP cyclohydrolase,purO,554729,555337, ,P,0
723,MJ0662,hypothetical protein,587725,587009, ,@, ,MJ_RS03490,phosphatase PAP2 family protein, ,587003,587722,opposite strand,P,0
731,MJ0670,hypothetical protein >> family with MTH175/MJ1233,596956,595889, ,@, ,MJ_RS03530,SAM-dependent_MTase, ,595883,596944,opposite strand,P,1
736,MJ0675,hypothetical protein >> family with MJ1273/PH0728/AF1611,601927,600755,2.5.1.128,√, ,MJ_RS03555,bis-aminopropyl spermidine synthase family protein, ,600749,601924,opposite strand,P,0
755,MJ0693,hypothetical protein >> family with MTH1147,619918,619304, ,@, ,MJ_RS03650,ThiF family adenylyltransferase, ,619298,619915,opposite strand,P,0
764,MJ0701,hypothetical protein >> family with AF0336,626824,628065, ,@, ,MJ_RS03690,DNA primase large subunit PriL,priL,626821,628065, ,P,0
785,-, , , , ,@, ,MJ_RS03795,RNase P RNA component,rnpB,643504,643761, ,MISC-RNA,0
817,MJ0742, hypothetical protein-[Haemophilus influenzae] >> family with MTH691/MJ1511,669809,669498, ,@, ,MJ_RS03955,carboxymuconolactone decarboxylase family protein, ,669492,669806,opposite strand ,P,0
844,MJ0768,hypothetical protein >> family with MTH1019/AF2256/MJ1361,689591,690337,6.3.2.31,√, ,MJ_RS04095,coenzyme F420-0L-glutamate ligase, ,689588,690337, ,P,0
850,MJ0774,hypothetical protein >> family with PH0212/MJ1553/MJ1325,695230,696456, ,@, ,MJ_RS04125,AAA family ATPase / ArsR transcriptional regulator, ,695227,696456, ,P,1
851,MJ0775,hypothetical protein >> family with MTH1196/AF1179/PH1783,696443,697381,3.5.4.39,√, ,MJ_RS04130,GTP cyclohydrolase MptA, ,696440,697381, ,P,1
866,MJ0787,hypothetical protein >> family with MTH1137,710775,712286, ,@, ,MJ_RS04200,"5,10-methenyltetrahydromethanopterin hydrogenase cofactor biosynthesis protein HmdC",hmdC,710772,712286, ,P,0
926,MJ0835.2,hypothetical protein >> family with PH0446/MTH421,761402,762421, ,@, ,MJ_RS04475,prepilin peptidase, ,761402,762421, ,P,0
928,MJ0837,hypothetical protein-[Fervidobacterium islandicum],762862,763608,3.1.4.56,√, ,MJ_RS04485,"dihydroneopterin 2',3'-cyclic phosphate phosphodiesterase", ,762859,763608, ,P,1
933,MJ0840,hypothetical protein >> family with MTH834/AF0479,765985,766974,2.5.1.131,√, ,MJ_RS04510,(4-{4-[2-(gamma-L-glutamylamino)ethyl]phenoxymethyl}furan-2-yl)methanamine synthase,mfnF,765991,766974, ,P,0
934,MJ0841,hypothetical protein >> family with MTH1170,768227,766983, ,@, ,MJ_RS04515,methyl coenzyme M reductase-arginine methyltransferase Mmp10,mmp10,766977,768224,opposite strand,P,0
961,MJ0867,hypothetical protein >> family with PH1875/AF1247/MJ0867,791245,789992,2.8.4.5,√, ,MJ_RS04645,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))- methylthiotransferase, ,789986,791236,opposite strand,P,0
966,MJ0872,hypothetical protein >> family with MJ0642/MJ0878/PH1237/MJ0085,797166,796024, ,@, ,MJ_RS04670,ABC transporter substrate-binding protein, ,796018,797193,opposite strand,P,0
978,MJ0883,hypothetical protein >> family with PH1416/MTH1873/AF1973/AF0704/MJ1557/PH0115/PH0793/MTH1200,808399,809406,2.1.1.228,√, ,MJ_RS04720,tRNA (guanine(37)-N1)-methyltransferase Trm5b,trm5b,808396,809406, ,P,0
983,MJ0887,hypothetical protein >> family with MTH613/AF2061,818882,818211,2.7.7.68,√, ,MJ_RS04745,2-phospho-L-lactate guanylyltransferase,cofC,818205,818861,opposite strand,P,0
1016,MJ0915,hypothetical protein >> family with MTH973/AF1838/PH1881,847509,846709,1.4.1.21,√, ,MJ_RS04905,aspartate dehydrogenase, ,846703,847506,opposite strand,P,0
1081,MJ0970,hypothetical protein >> family with MTH1397/AF0721,904629,904201,4.99.1.3,√, ,MJ_RS05225,sirohydrochlorin nickelochelatase,cfbA,904195,904626,opposite strand,P,0
1101,MJ0990,hypothetical protein >> family with the YEED/YEDF/YRKI/AF0554,919926,919705,2.8.1.-,√, ,MJ_RS05325,sulfurtransferase TusA family protein, ,919699,919914,opposite strand,P,0
1114,MJ1002,hypothetical protein >> family with PH1015/AF1759,930967,931893,2.7.7.85,√, ,MJ_RS05385,diadenylate cyclase,dacZ,930964,931893, ,P,0
1199,MJ1081,hypothetical protein >> family,1021239,1021637, ,@, ,MJ_RS05790,hypothetical protein, ,1021235,1021636, ,P,1
1218,MJ1099,hypothetical protein >> family with MTH141/AF2196,1040325,1039621,4.2.3.153,√, ,MJ_RS05885,(5-formylfuran-3-yl)methyl phosphate synthase,mfnB,1039614,1040321,opposite strand,P,0
1260,MJ1140,hypothetical protein >> family with MTH1182,1080734,1080051,3.1.3.71,√, ,MJ_RS06085,2-phosphosulfolactate phosphatase,comB,1080043,1080717,opposite strand,P,0
1286,MJ1162,conserved hypothetical protein >> family with PH0305/MTH1882/AF0533,1103935,1103303, ,@, ,MJ_RS06215,hypothetical protein, ,1103295,1103939,opposite strand,P,1
1287,MJ1163,hypothetical protein >> family with MTH1902/AF1265/PH1671,1104099,1104749, ,@, ,MJ_RS06220,metal-dependent hydrolase, ,1104094,1104747, ,P,0
1302,-, , , , ,@, ,MJ_RS06290,glycosyltransferase family 4 protein, ,1116399,1117445, ,P,0
1308,MJ1182,hypothetical protein >> family with AF0648,1121089,1122186, ,@, ,MJ_RS06310,hypothetical protein, ,1121084,1122184, ,P,1
